Name,Fifa,Fifa Ability Overall,Liga,Position,Player,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Rating,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,Shots per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Dan-Axel Zagadou,D. Zagadou,75,BuLi,D(CL),"Dan-Axel Zagadou Borussia Dortmund, 20, D(CL) ",15(2),1267,-,4,-,87.8,2.9,-,6.92,0.8,1.5,0.8,0.6,4.1,0.1,0.6,-,2,0.6,0.8,0.2,-,0.2,0.4,0.1,61.3,87.8,-,3.2,-
Diego Demme,D. Demme,79,BuLi,DMC,"Diego Demme RasenBallsport Leipzig, 27, DMC ",24(2),2061,2,4,-,81.5,1.1,-,6.92,2.9,1,1.4,-,0.5,1.3,0.1,-,-,0.4,0.3,2,-,0.7,1.3,1,56.4,81.5,0.4,3,0.1
Pavel Kaderábek,P. Kadeřábek,80,BuLi,"D(R), M(R)","Pavel Kaderábek Hoffenheim, 27, D(R),M(R) ",28(1),2509,4,7,-,76.3,1.8,1,6.92,1,1.2,1.2,0.1,2.1,0.4,0.3,-,3,1,0.3,0.6,-,0.4,1,1.5,37.9,76.3,1.1,1.4,-
Niklas Stark,N. Stark,78,BuLi,"D(C), DMC","Niklas Stark Hertha Berlin, 24, D(C),DMC ",22,1871,-,5,-,83.9,2.6,-,6.92,1.5,1.7,0.9,0.4,6,0.7,1.2,1,1,0.5,-,1,-,0.1,0.1,0.1,46.5,83.9,-,2.5,-
Martin Hinteregger,M. Hinteregger,77,BuLi,D(C),"Martin Hinteregger Eintracht Frankfurt, 26, D(C) ",14,1144,-,3,-,73.1,3.6,1,6.91,2.4,0.9,0.7,0.6,3.5,1.1,0.5,1,1,0.8,0.4,0.7,-,0.4,0.3,0.2,41.2,73.1,0.1,2.7,-
Alexander Hack,A. Hack,74,BuLi,D(C),"Alexander Hack Mainz 05, 25, D(C) ",11(3),1019,1,1,-,75.6,3.1,1,6.91,2.1,2.9,0.9,0.5,4.1,0.6,1.1,-,1,0.9,0.6,0.6,-,-,0.1,0.1,39.5,75.6,-,3.7,-
Nuri Sahin,N. Şahin,79,BuLi,M(C),"Nuri Sahin Werder Bremen, 30, M(C) ",19(1),1487,1,5,-,86.3,1.4,1,6.91,3,1.9,1.4,0.2,2,1.8,0.2,-,1,0.6,0.5,0.5,-,0.7,0.5,0.8,54.2,86.3,0.3,2,-
Nico Elvedi,N. Elvedi,77,BuLi,D(CLR),"Nico Elvedi Borussia M.Gladbach, 22, D(CLR) ",30,2626,1,1,-,92.7,2.7,2,6.91,1.4,1.6,0.6,0.8,4.3,0.3,0.4,-,2,0.5,0.3,0.5,-,0.1,0.3,0.1,68.9,92.7,-,3,-
Marcel Tisserand,M. Tisserand,74,BuLi,"D(CLR), M(R)","Marcel Tisserand Wolfsburg, 26, D(CLR),M(R) ",10,888,-,2,-,78.5,2.9,1,6.9,1.4,2,1.2,0.2,4,0.3,0.5,-,1,1,0.4,0.6,-,0.7,0.6,0.2,56.8,78.5,0.2,6.1,-
Wendell,Wendell,77,BuLi,"D(CL), M(L)","Wendell Bayer Leverkusen, 26, D(CL),M(L) ",25(3),2278,2,5,-,85.7,1.5,1,6.9,2.7,1,1.3,0.3,2,0.8,0.5,-,2,0.4,0.3,0.5,-,0.2,1,0.6,58.9,85.7,0.3,2.4,-
Jean-Paul Boëtius,J. Boëtius,74,BuLi,"AM(CL), AM(CL)","Jean-Paul Boëtius Mainz 05, 25, AM(CL) ",25(5),2130,7,8,-,77.1,0.8,1,6.9,1.7,1.2,1.7,-,0.3,0.9,0.1,-,4,1.5,1.1,1.6,0.1,1.3,1.9,1,27.9,77.1,0.1,1.6,0.2
Leon Bailey,L. Bailey,81,BuLi,M(LR),"Leon Bailey Bayer Leverkusen, 22, M(LR) ",21(8),1921,1,4,-,74.4,0.4,-,6.9,0.5,0.5,0.6,-,0.3,0.5,-,-,5,1.9,1.8,1.2,0.2,1.5,2.2,1.6,26.2,74.4,1.3,0.8,-
Nico Schulz,N. Schulz,80,BuLi,"D(L), M(L)","Nico Schulz Hoffenheim, 26, D(L),M(L) ",29(1),2542,5,6,-,78,0.3,1,6.9,1.1,0.8,1,-,1,0.7,0.1,-,1,1,1.7,0.7,0.3,0.7,1.6,2,39.5,78,1.1,1.6,-
Karim Bellarabi,K. Bellarabi,81,BuLi,"AM(CLR), FW","Karim Bellarabi Bayer Leverkusen, 29, AM(CLR),FW ",14(5),1061,4,4,1,74.8,0.1,1,6.9,0.7,0.5,0.8,-,0.3,0.8,-,-,5,2.2,1.1,0.7,0.2,1.5,1.1,1.4,22.1,74.8,0.6,0.6,0.1
Markus Suttner,M. Suttner,73,BuLi,"D(L), M(L)","Markus Suttner Fortuna Duesseldorf, 32, D(L),M(L) ",6,491,1,1,-,77.3,1.2,-,6.89,1.7,1.3,1,0.5,1.5,0.7,0.5,-,1,0.7,-,0.2,-,0.7,0.5,1.5,33,77.3,1.5,3.8,-
Ante Rebic,A. Rebić,79,BuLi,"AM(CLR), FW","Ante Rebic Eintracht Frankfurt, 25, AM(CLR),FW ",23(5),1985,4,3,1,56.9,1.3,1,6.89,0.8,0.3,1.7,-,0.1,0.3,-,-,9,2.2,1.7,0.8,0.6,2.7,2.7,1.2,17.7,56.9,0.3,0.1,0.1
Janik Haberer,J. Haberer,74,BuLi,"M(CLR), FW","Janik Haberer Freiburg, 25, M(CLR),FW ",26(1),2343,3,4,1,79.2,2,1,6.89,2.6,1.3,1.7,-,1.8,1.7,0.1,-,1,1,0.9,1.7,0.1,1.5,1.6,1.7,38.7,79.2,0.2,2.3,-
Davy Klaassen,D. Klaassen,79,BuLi,AM(C),"Davy Klaassen Werder Bremen, 26, AM(C) ",33,2823,4,5,-,74.5,0.9,2,6.89,1.9,1.4,1.4,0.1,1.2,1.1,0.3,-,5,1,0.5,0.7,-,0.5,1.3,1.2,36,74.5,0.3,1.4,-
Rani Khedira,R. Khedira,74,BuLi,"D(C), DMC","Rani Khedira Augsburg, 25, D(C),DMC ",30,2627,1,6,-,81.9,2.1,-,6.89,1.9,2.7,1.5,0.2,3.1,0.6,0.7,-,4,0.5,0.1,0.8,-,0.3,0.7,0.3,41.8,81.9,0.1,2.4,-
Abdou Diallo,A. Diallo,71,BuLi,D(CL),"Abdou Diallo Borussia Dortmund, 23, D(CL) ",27(1),2381,1,1,1,89,1.8,1,6.88,1.3,0.9,0.8,0.5,3.1,0.1,0.5,-,1,0.4,1.4,0.4,-,0.6,1,0.4,64.9,89,0.3,4.6,-
Javi Martínez,Javi Martínez,83,BuLi,"D(C), M(C)","Javi Martínez Bayern Munich, 31, D(C),M(C) ",16(5),1313,-,3,-,87.8,2.5,1,6.88,1.2,1.5,0.6,0.3,0.6,0.6,0.2,-,3,0.9,0.2,0.6,-,0.1,0.9,0.3,43,87.8,-,1.9,-
Yann Sommer,Y. Sommer,83,BuLi,GK,"Yann Sommer Borussia M.Gladbach, 30, GK ",34,3060,-,1,-,77.4,0.4,2,6.88,0.1,-,-,-,0.5,-,-,-,-,-,0.1,0.1,-,-,0.1,-,41.5,77.4,-,7.3,-
Tony Jantschke,T. Jantschke,75,BuLi,"D(CR), DMC","Tony Jantschke Borussia M.Gladbach, 29, D(CR),DMC ",10(4),932,1,-,-,90,2.2,-,6.87,1.1,1.9,0.4,0.5,3.4,0.1,0.5,-,-,0.3,0.1,0.9,-,0.1,0.2,0.1,57.4,90,-,3,-
André Hahn,A. Hahn,73,BuLi,"AM(R), FW","André Hahn Augsburg, 29, AM(R),FW ",21(7),2050,4,7,-,57.8,2,1,6.87,2.3,1,2.4,-,1,1.1,0.1,-,4,1.3,0.6,0.7,0.8,1,1.6,1.1,16.3,57.8,0.7,0.7,-
Edgar Prib,E. Prib,72,BuLi,"D(L), M(CL)","Edgar Prib Hannover 96, 29, D(L),M(CL) ",2(2),203,1,1,-,80,0.3,1,6.87,2.5,0.5,1.8,-,0.3,0.5,-,-,-,1.5,1,0.8,-,0.3,0.8,1.5,21.3,80,0.8,0.5,-
Sven Bender,S. Bender,81,BuLi,"D(C), M(C)","Sven Bender Bayer Leverkusen, 30, D(C),M(C) ",25(2),1995,-,3,-,90.8,2.9,-,6.87,1.5,1.9,0.8,0.4,3.5,0.4,0.5,1,-,0.5,0.2,0.4,0.1,0.1,0.5,0.1,61.8,90.8,-,3,-
Robin Zentner,R. Zentner,69,BuLi,GK,"Robin Zentner Mainz 05, 24, GK ",10,900,-,1,-,54.4,0.3,1,6.87,-,0.1,-,-,1,0.1,-,-,-,-,-,0.2,-,-,-,-,28.5,54.4,-,5.1,-
Jérôme Boateng,J. Boateng,85,BuLi,D(CR),"Jérôme Boateng Bayern Munich, 31, D(CR) ",19(1),1694,2,1,-,89,1.5,-,6.87,1.1,1.3,0.8,0.7,2.5,0.6,0.2,-,-,0.7,0.1,0.5,-,-,0.3,0.6,79.8,89,0.1,7.1,0.2
Martin Hinteregger,M. Hinteregger,77,BuLi,D(C),"Martin Hinteregger Augsburg, 26, D(C) ",18,1576,-,-,-,75.5,3,1,6.87,2.7,1.2,0.9,0.6,3.6,0.6,0.7,-,2,0.9,0.1,0.8,0.1,0.2,0.7,0.4,47.1,75.5,0.1,3.7,0.1
Stefan Bell,S. Bell,76,BuLi,D(CR),"Stefan Bell Mainz 05, 28, D(CR) ",25,2250,-,7,-,79.8,3.7,1,6.87,1.2,2.2,1.6,0.6,4.8,0.8,0.4,-,-,0.7,0.6,0.6,0.2,0.4,0.4,0.8,48,79.8,0.1,5,-
Makoto Hasebe,M. Hasebe,77,BuLi,"D(CR), M(CR)","Makoto Hasebe Eintracht Frankfurt, 35, D(CR),M(CR) ",28,2520,-,4,-,85,1.1,-,6.87,1.9,1.4,0.6,1,3.5,0.6,0.8,-,-,0.1,0.2,1.1,-,0.2,0.3,0.3,52,85,-,5.3,-
Christian Pulisic,C. Pulisic,79,BuLi,M(CLR),"Christian Pulisic Borussia Dortmund, 20, M(CLR) ",9(11),924,4,2,-,79.5,0.8,1,6.86,0.5,0.3,0.5,-,0.5,0.2,0.1,-,4,1.4,2.1,1.3,0.4,2.2,2,1,24.2,79.5,0.4,0.1,0.1
Dayot Upamecano,D. Upamecano,77,BuLi,D(C),"Dayot Upamecano RasenBallsport Leipzig, 20, D(C) ",14(1),1292,-,5,-,82.5,3.1,-,6.86,1.5,2.2,1.1,0.7,2.9,0.2,0.3,-,-,0.7,0.5,0.3,-,0.6,0.6,0.2,49.9,82.5,-,2.9,-
Robin Knoche,R. Knoche,76,BuLi,D(C),"Robin Knoche Wolfsburg, 27, D(C) ",31,2790,-,-,-,85.9,2.6,1,6.86,0.8,1.4,0.4,0.5,4.3,0.4,0.9,-,3,0.5,0.3,0.5,-,0.2,0.4,-,65.7,85.9,-,6.3,-
Philipp Bargfrede,P. Bargfrede,76,BuLi,"D(C), M(C)","Philipp Bargfrede Werder Bremen, 30, D(C),M(C) ",13(2),1085,-,6,-,81.9,1.9,-,6.85,1.5,2.3,1.7,0.5,3,1.3,0.7,-,-,0.5,0.3,1.1,-,0.4,1,0.3,36.8,81.9,-,2.5,-
Giulio Donati,G. Donati,73,BuLi,"D(R), M(R)","Giulio Donati Mainz 05, 29, D(R),M(R) ",6(3),627,-,2,-,76.4,0.8,-,6.85,1,1.8,0.7,-,2.3,0.2,0.3,-,-,0.2,0.6,0.7,-,0.2,0.6,0.8,27.3,76.4,0.7,1.6,-
Enrico Valentini,E. Valentini,71,BuLi,"D(R), M(R)","Enrico Valentini Nuernberg, 30, D(R),M(R) ",15,1302,2,2,-,67.9,1.5,-,6.85,2.9,0.9,0.7,0.1,3.2,1.2,0.2,-,-,0.5,0.6,0.8,-,0.6,1,1.6,35.3,67.9,1.8,2.8,-
Danny da Costa,D. da Costa,77,BuLi,"D(R), M(R)","Danny da Costa Eintracht Frankfurt, 26, D(R),M(R) ",34,3035,4,1,-,62.9,1.6,1,6.85,1.8,0.9,1,0.1,1.6,0.7,0.3,-,2,0.6,0.8,0.6,0.4,0.7,1.3,1,26.9,62.9,0.6,1.2,-
Ewerton,Ewerton,74,BuLi,D(C),"Ewerton Nuernberg, 30, D(C) ",15(3),1342,-,2,-,84.1,3.2,-,6.85,1.3,1.4,0.9,0.3,5.9,0.3,0.9,1,-,0.4,0.6,0.1,0.1,0.2,0.2,0.1,33.4,84.1,-,2.2,-
Matthias Zimmermann,M. Zimmermann,69,BuLi,"D(R), DMC","Matthias Zimmermann Fortuna Duesseldorf, 27, D(R),DMC ",34,3050,3,4,-,78.5,1.1,-,6.84,2.9,2,1.5,0.1,2.3,1.3,0.5,-,1,0.4,0.6,0.9,-,0.4,1.2,0.6,37.7,78.5,0.4,2,-
Kevin Trapp,K. Trapp,80,BuLi,GK,"Kevin Trapp Eintracht Frankfurt, 29, GK ",33,2938,-,2,-,63.6,0.5,1,6.84,-,-,-,-,0.9,0.1,-,-,-,-,-,0.2,-,-,-,-,33.3,63.6,-,11.3,-
Salomon Kalou,S. Kalou,79,BuLi,"AM(CLR), FW","Salomon Kalou Hertha Berlin, 34, AM(CLR),FW ",27(3),2327,2,-,-,73.5,1.4,1,6.83,0.7,0.2,1,-,0.7,0.6,-,-,8,1.6,1.8,0.8,0.5,2,2.5,1,22.7,73.5,0.2,0.7,0.2
Koen Casteels,K. Casteels,82,BuLi,GK,"Koen Casteels Wolfsburg, 27, GK ",26,2296,-,-,-,76.9,0.4,-,6.83,-,-,-,-,0.9,-,-,-,-,-,-,0.1,-,-,-,-,39.7,76.9,-,9.6,-
Naldo,Naldo,75,BuLi,D(C),"Naldo Schalke 04, 36, D(C) ",7,630,-,1,-,80.3,4.4,-,6.83,1.4,2,0.7,0.4,3.1,0.4,0.4,-,-,1.3,0.1,0.4,0.1,0.1,0.3,0.3,46.4,80.3,-,6.1,-
Weston McKennie,W. McKennie,74,BuLi,M(C),"Weston McKennie Schalke 04, 21, M(C) ",19(5),1746,4,6,-,72,3.6,2,6.82,1.2,1.5,1.4,-,1.8,1,0.4,-,1,1,0.7,0.7,0.1,1,1.5,0.8,25.8,72,0.1,1.3,-
Stefan Posch,S. Posch,69,BuLi,D(C),"Stefan Posch Hoffenheim, 22, D(C) ",16(1),1404,-,5,-,88,2.4,-,6.82,2.6,1.2,1.8,0.5,3.2,0.6,0.6,-,-,0.3,0.1,0.6,-,0.2,0.3,0.1,58.1,88,0.1,2.5,-
Dennis Geiger,D. Geiger,70,BuLi,DMC,"Dennis Geiger Hoffenheim, 21, DMC ",2(2),246,1,1,-,89.7,0.5,-,6.82,0.5,0.8,1.3,0.3,0.3,1.3,-,-,-,1,0.3,1.5,-,1,0.5,1.8,34,89.7,1,0.8,-
Dodi Lukébakio,D. Lukebakio,73,BuLi,"AM(R), FW","Dodi Lukébakio Fortuna Duesseldorf, 21, AM(R),FW ",22(9),1978,3,6,-,75.8,0.7,2,6.82,0.8,0.3,0.9,-,0.6,0.2,-,-,10,1.8,1.6,1.6,0.5,1.5,2.4,0.6,17.6,75.8,0.3,0.9,-
Kaan Ayhan,K. Ayhan,75,BuLi,"D(C), DMC","Kaan Ayhan Fortuna Duesseldorf, 24, D(C),DMC ",28,2451,1,10,-,88.1,1.6,2,6.81,1.9,2.1,0.9,0.3,4.1,0.9,0.6,-,4,0.8,0.4,0.6,0.1,0.2,0.3,0.2,50.8,88.1,0.1,5.4,0.1
Karim Onisiwo,K. Onisiwo,72,BuLi,"AM(LR), FW","Karim Onisiwo Mainz 05, 27, AM(LR),FW ",11(15),1153,3,2,-,62.6,1.7,2,6.81,0.9,0.3,0.8,-,0.3,0.3,0.1,-,7,1.5,0.6,1.3,0.1,0.7,1.6,0.8,8.8,62.6,0.2,-,-
Pirmin Schwegler,P. Schwegler,76,BuLi,M(C),"Pirmin Schwegler Hannover 96, 32, M(C) ",25(2),2081,1,7,-,82,1.2,1,6.8,2.3,1.5,1.7,-,1.9,1,0.2,-,-,0.4,0.6,1.3,-,0.6,0.5,1.5,40.4,82,1,2.1,-
Manuel Akanji,M. Akanji,81,BuLi,D(C),"Manuel Akanji Borussia Dortmund, 24, D(C) ",25,2206,-,1,-,92.9,1.8,-,6.79,1.2,1.1,0.5,0.9,3.5,0.4,0.5,-,1,0.3,0.3,0.7,-,0.2,0.4,0.2,73.4,92.9,0.1,5,-
Caiuby,Caiuby,77,BuLi,"AM(CL), FW","Caiuby Augsburg, 31, AM(CL),FW ",10(4),1007,1,3,-,69.8,4.1,-,6.79,0.9,0.4,1.4,-,0.6,0.6,0.1,-,1,2.3,0.8,1.3,0.2,0.9,2.2,1,26.2,69.8,0.4,1,-
Jonathan de Guzmán,J. De Guzmán,76,BuLi,M(CLR),"Jonathan de Guzmán Eintracht Frankfurt, 31, M(CLR) ",17(11),1564,6,4,-,79.1,0.9,1,6.79,1.2,0.4,0.6,-,0.4,0.5,0.1,-,3,0.8,0.5,0.6,0.1,0.6,1,1.3,29.7,79.1,1,1.5,0.1
Philipp Max,P. Max,78,BuLi,"D(L), M(L)","Philipp Max Augsburg, 25, D(L),M(L) ",30,2575,2,1,-,71.8,0.8,1,6.78,1.2,0.7,0.4,-,1.4,0.6,0.1,-,4,0.8,0.4,0.7,-,0.5,0.9,2,27.6,71.8,1.9,1.5,-
John Brooks,J. Brooks,79,BuLi,D(C),"John Brooks Wolfsburg, 26, D(C) ",29,2610,2,7,-,85.9,2.7,1,6.78,1,1.3,0.5,0.4,4.6,0.5,0.4,-,3,0.7,0.1,0.4,-,0.3,0.2,0.1,60.1,85.9,-,7,-
Timo Baumgartl,T. Baumgartl,76,BuLi,D(C),"Timo Baumgartl VfB Stuttgart, 23, D(C) ",18,1620,-,2,-,81.9,2.5,1,6.78,1.8,1.4,0.7,0.6,5.2,0.4,1.2,-,1,0.3,0.2,0.7,0.1,0.1,0.3,0.3,46.7,81.9,0.1,3.3,-
Marcelo Saracchi,M. Saracchi,75,BuLi,D(L),"Marcelo Saracchi RasenBallsport Leipzig, 21, D(L) ",7(2),652,1,2,-,71.5,1.7,-,6.77,1.9,1.2,1.6,0.6,1.4,0.6,0.1,-,-,0.1,0.8,0.4,0.1,0.9,1.1,1.1,39.3,71.5,1.8,1.6,-
Andreas Luthe,A. Luthe,73,BuLi,GK,"Andreas Luthe Augsburg, 32, GK ",14(1),1310,-,-,-,64.7,-,1,6.77,-,-,-,-,0.3,-,-,-,-,-,-,0.1,-,-,-,-,28.3,64.7,-,6.2,-
Matheus Pereira,Matheus Pereira,76,BuLi,AM(LR),"Matheus Pereira Nuernberg, 23, AM(LR) ",16(3),1237,2,3,1,74.3,0.3,2,6.77,0.8,0.7,1.5,-,0.4,0.6,0.1,-,3,1.5,2.1,2.5,0.1,1.2,1.8,0.7,23.3,74.3,0.2,1.6,0.1
Dong-Won Ji,Ji Dong Won,71,BuLi,"AM(CLR), FW","Dong-Won Ji Augsburg, 28, AM(CLR),FW ",10(4),892,1,2,-,72.5,1.9,-,6.77,0.7,0.6,1.1,-,0.6,0.7,0.1,-,4,1.6,1.4,0.6,0.1,1.4,1.7,0.7,25.9,72.5,0.2,0.8,0.1
Franck Ribéry,F. Ribéry,83,BuLi,AM(L),"Franck Ribéry Bayern Munich, 36, AM(L) ",10(15),1168,3,3,-,82.5,-,1,6.77,0.6,0.3,0.7,-,-,0.2,-,-,6,1,1.4,0.8,0.4,1.8,1.4,0.8,28.1,82.5,0.3,1,-
Alassane Pléa,A. Plea,81,BuLi,"AM(LR), FW","Alassane Pléa Borussia M.Gladbach, 26, AM(LR),FW ",28(6),2509,4,2,-,72,1.1,1,6.77,0.4,0.1,1,-,0.4,0.5,0.1,-,12,2.4,0.7,0.9,0.6,1.6,2.3,1,18.1,72,0.1,0.6,-
Ludwig Augustinsson,L. Augustinsson,77,BuLi,"D(L), M(L)","Ludwig Augustinsson Werder Bremen, 25, D(L),M(L) ",34,3028,4,5,-,79.9,1.9,-,6.76,1.6,1.1,1.2,0.1,2.1,0.5,0.3,-,1,0.6,0.4,0.8,0.1,0.4,1.1,0.8,45.3,79.9,1.1,1.8,-
Mitchell Weiser,M. Weiser,77,BuLi,"D(R), M(R)","Mitchell Weiser Bayer Leverkusen, 25, D(R),M(R) ",22(8),2111,3,3,-,82.1,0.7,2,6.76,2.1,0.9,1.1,0.2,1.3,0.8,0.1,1,1,0.4,1,1.3,0.1,1,1.4,1,42.9,82.1,0.5,1.4,0.1
Ermin Bicakcic,E. Bičakčić,76,BuLi,D(C),"Ermin Bicakcic Hoffenheim, 29, D(C) ",20(5),1788,2,-,-,88.6,2.2,1,6.76,1.3,2.2,0.7,0.2,3,0.4,0.6,1,1,0.4,-,0.6,0.1,0.3,0.2,0.2,45.9,88.6,-,1.8,-
Stefanos Kapino,S. Kapino,73,BuLi,GK,"Stefanos Kapino Werder Bremen, 25, GK ",0(1),45,-,-,-,55.6,-,-,6.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,55.6,-,1,-
Gian-Luca Waldschmidt,L. Waldschmidt,73,BuLi,"AM(CR), FW","Gian-Luca Waldschmidt Freiburg, 23, AM(CR),FW ",16(14),1719,1,1,-,81,0.4,2,6.75,0.7,0.4,1.1,-,0.2,0.6,0.1,-,9,2.1,0.7,0.9,0.1,0.7,1.2,0.8,19.3,81,0.3,1.2,0.1
Jonas Hofmann,J. Hofmann,79,BuLi,AM(CLR),"Jonas Hofmann Borussia M.Gladbach, 27, AM(CLR) ",21(6),1917,5,2,-,84,0.3,1,6.75,1.4,0.6,0.7,-,0.5,1,0.1,-,5,1.3,0.4,0.9,0.2,1,1.4,1.3,38.6,84,0.6,2.2,0.1
David Abraham,D. Abraham,79,BuLi,D(C),"David Abraham Eintracht Frankfurt, 33, D(C) ",17,1422,-,2,-,77.4,2.4,1,6.75,1.3,1.4,0.6,0.7,3.6,0.8,0.7,-,-,0.3,0.4,0.5,-,0.1,0.3,0.3,38.7,77.4,0.2,4.2,-
Niko Gießelmann,N. Gießelmann,73,BuLi,"D(CL), M(L)","Niko Gießelmann Fortuna Duesseldorf, 27, D(CL),M(L) ",29(1),2593,3,2,-,74.4,1.8,-,6.75,1.9,1.2,0.9,0.4,2.2,1.1,0.2,-,-,0.9,0.4,1.1,0.1,0.3,1.1,0.9,35.9,74.4,0.6,3.2,-
Evan Ndicka,E. N'Dicka,71,BuLi,D(C),"Evan Ndicka Eintracht Frankfurt, 20, D(C) ",24(3),2302,1,3,-,79.3,2.7,-,6.74,1.6,1.1,1,0.9,4.2,0.8,0.4,-,1,0.5,0.2,0.3,-,0.4,1.1,0.1,40.9,79.3,-,3.1,-
Breel Embolo,B. Embolo,76,BuLi,"AM(R), FW","Breel Embolo Schalke 04, 22, AM(R),FW ",15(5),1351,1,4,-,64.9,1.6,1,6.74,1.1,0.2,1.5,-,0.3,0.4,-,-,5,1.3,1.3,1.6,0.4,1.8,2.8,1,12.6,64.9,0.1,0.3,0.2
Nicolás González,N. González,71,BuLi,"AM(L), FW","Nicolás González VfB Stuttgart, 21, AM(L),FW ",23(7),2164,3,2,1,62.1,3.9,1,6.74,0.6,0.4,0.9,-,0.9,0.3,0.1,-,2,2,1.5,1.6,0.3,1.4,2.5,1,18.8,62.1,0.2,0.4,-
Oliver Fink,O. Fink,71,BuLi,M(CL),"Oliver Fink Fortuna Duesseldorf, 37, M(CL) ",13(5),1058,-,4,-,58.6,3.9,-,6.74,2.1,0.7,1.4,-,1.1,1.4,0.2,-,3,0.7,0.5,1.1,0.2,1.3,1.6,0.3,21.3,58.6,0.1,0.4,-
Niclas Füllkrug,N. Füllkrug,78,BuLi,FW,"Niclas Füllkrug Hannover 96, 26, FW ",13(1),1113,1,1,-,68.4,4.6,-,6.74,0.2,0.1,1.4,-,1.1,0.3,0.3,-,2,2.6,0.4,1,0.4,1.3,2.1,0.9,26.9,68.4,0.1,0.9,-
Benito Raman,B. Raman,73,BuLi,"AM(LR), FW","Benito Raman Fortuna Duesseldorf, 24, AM(LR),FW ",19(11),1679,4,1,-,70.3,0.2,3,6.74,1.2,0.5,0.9,-,0.3,1.4,0.1,-,10,1.8,1.2,0.6,-,0.9,1.9,0.7,13.6,70.3,0.3,1,-
Benjamin Pavard,B. Pavard,80,BuLi,D(CR),"Benjamin Pavard VfB Stuttgart, 23, D(CR) ",29,2606,-,3,-,84.6,2.8,-,6.73,1,1.7,0.7,0.6,6.4,0.2,0.7,1,-,0.4,0.2,0.5,-,0.1,0.4,0.4,49.8,84.6,0.2,3.4,-
Dawid Kownacki,D. Kownacki,70,BuLi,"AM(L), FW","Dawid Kownacki Fortuna Duesseldorf, 22, AM(L),FW ",7(3),577,-,2,-,67.8,1.4,1,6.73,1.3,0.2,0.4,-,0.8,0.9,-,-,4,1.3,0.5,0.9,0.2,0.8,0.4,0.5,14.3,67.8,0.3,0.8,-
Oliver Baumann,O. Baumann,83,BuLi,GK,"Oliver Baumann Hoffenheim, 29, GK ",33,2970,1,-,-,76.4,0.3,-,6.73,-,0.1,-,-,0.6,-,-,-,-,-,-,0.2,-,-,-,0.1,33.1,76.4,-,6,-
Hendrik Weydandt,H. Weydandt,65,BuLi,FW,"Hendrik Weydandt Hannover 96, 24, FW ",18(10),1720,1,1,-,58.3,4.5,-,6.73,0.6,0.2,1.3,-,1.5,0.8,0.1,-,6,2.2,0.4,1,0.3,1.3,3.4,1,15.1,58.3,0.1,0.1,-
Walace,Walace,74,BuLi,DMC,"Walace Hannover 96, 24, DMC ",23(3),1998,1,5,-,84.9,2.1,-,6.73,2,1.7,1.2,-,1.3,1.3,0.2,-,1,0.7,1,1,0.1,1.2,1.3,0.6,41.2,84.9,-,1.9,-
Corentin Tolisso,C. Tolisso,83,BuLi,"D(R), M(C)","Corentin Tolisso Bayern Munich, 25, D(R),M(C) ",1(1),52,-,-,-,79.1,1,-,6.73,-,-,-,-,-,1,0.5,-,1,0.5,-,0.5,-,-,0.5,1,21.5,79.1,-,1,-
Joshua Brenet,J. Brenet,74,BuLi,"D(LR), M(R)","Joshua Brenet Hoffenheim, 25, D(LR),M(R) ",10(4),905,1,-,-,82.6,0.6,-,6.73,1.4,0.6,1.4,0.1,1.3,0.4,0.1,-,2,0.7,1,0.4,-,0.6,1.5,0.6,28.4,82.6,0.5,0.9,-
Matthias Ginter,M. Ginter,80,BuLi,"D(CR), DMC","Matthias Ginter Borussia M.Gladbach, 25, D(CR),DMC ",27,2380,-,2,-,86.4,2.6,1,6.73,0.9,0.6,0.4,0.7,3.6,0.3,0.7,-,2,0.9,-,0.6,0.1,0.2,0.3,0.3,65.3,86.4,0.1,4.1,-
Nabil Bentaleb,N. Bentaleb,78,BuLi,M(C),"Nabil Bentaleb Schalke 04, 24, M(C) ",19(6),1792,-,4,-,79.3,1.5,2,6.73,1.3,1.4,1.2,-,0.7,0.6,0.3,-,3,0.8,0.8,0.6,-,0.5,0.4,0.7,36,79.3,0.6,2,-
Steven Zuber,S. Zuber,76,BuLi,"D(L), M(CLR)","Steven Zuber Hoffenheim, 28, D(L),M(CLR) ",6(3),574,1,1,-,79.1,0.7,-,6.72,1.3,0.6,0.9,-,0.4,0.8,0.1,-,-,1.8,0.4,0.8,-,1.4,1.2,1.1,29.8,79.1,0.1,0.6,0.2
Konrad Laimer,K. Laimer,75,BuLi,"D(R), M(CR)","Konrad Laimer RasenBallsport Leipzig, 22, D(R),M(CR) ",20(9),1878,1,7,-,70.1,0.7,1,6.72,2.5,1.1,1.4,-,0.7,1.8,0.1,-,1,0.5,1.1,0.5,-,1.4,1.5,0.7,25.2,70.1,0.2,0.8,-
